anchor,hyponym,class,stimulus
animal,dolphin,taxonomic_high_sim,"Given that dolphins are daxable, is it true that animals are daxable? Answer with Yes/No:"
tool,cleaver,taxonomic_high_sim,"Given that cleavers are daxable, is it true that tools are daxable? Answer with Yes/No:"
sea animal,octopus,taxonomic_low_sim,"Given that an octopus is daxable, is it true that sea animals are daxable? Answer with Yes/No:"
food,wedding cake,taxonomic_low_sim,"Given that wedding cakes are daxable, is it true that food is daxable? Answer with Yes/No:"
breakfast,toast,taxonomic_low_sim,"Given that toasts are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
mammal,zebra,taxonomic_low_sim,"Given that zebras are daxable, is it true that mammals are daxable? Answer with Yes/No:"
condiment,ginger,taxonomic_low_sim,"Given that ginger is daxable, is it true that condiments are daxable? Answer with Yes/No:"
dessert,souffle,taxonomic_low_sim,"Given that souffles are daxable, is it true that desserts are daxable? Answer with Yes/No:"
home decor,doily,taxonomic_high_sim,"Given that doilies are daxable, is it true that home decors are daxable? Answer with Yes/No:"
animal,lizard,taxonomic_high_sim,"Given that lizards are daxable, is it true that animals are daxable? Answer with Yes/No:"
vegetable,broccoli,taxonomic_high_sim,"Given that broccolis are daxable, is it true that vegetables are daxable? Answer with Yes/No:"
electronic device,pinball,taxonomic_low_sim,"Given that pinballs are daxable, is it true that electronic devices are daxable? Answer with Yes/No:"
fastener,barrette,taxonomic_high_sim,"Given that barrettes are daxable, is it true that fasteners are daxable? Answer with Yes/No:"
mammal,rat,taxonomic_high_sim,"Given that rats are daxable, is it true that mammals are daxable? Answer with Yes/No:"
footwear,shoe,taxonomic_high_sim,"Given that shoes are daxable, is it true that footwears are daxable? Answer with Yes/No:"
fruit,star fruit,taxonomic_low_sim,"Given that star fruits are daxable, is it true that fruits are daxable? Answer with Yes/No:"
garden tool,shovel,taxonomic_low_sim,"Given that shovels are daxable, is it true that garden tools are daxable? Answer with Yes/No:"
electronic device,washing machine,taxonomic_high_sim,"Given that washing machines are daxable, is it true that electronic devices are daxable? Answer with Yes/No:"
insect,earwig,taxonomic_low_sim,"Given that earwigs are daxable, is it true that insects are daxable? Answer with Yes/No:"
weapon,dynamite,taxonomic_low_sim,"Given that dynamites are daxable, is it true that weapons are daxable? Answer with Yes/No:"
plant,asparagus,taxonomic_low_sim,"Given that an asparagus is daxable, is it true that plants are daxable? Answer with Yes/No:"
toy,lego,taxonomic_low_sim,"Given that legos are daxable, is it true that toys are daxable? Answer with Yes/No:"
food,parsley,taxonomic_low_sim,"Given that parsley is daxable, is it true that food is daxable? Answer with Yes/No:"
office supply,notebook,taxonomic_low_sim,"Given that notebooks are daxable, is it true that office supplies are daxable? Answer with Yes/No:"
candy,lollipop,taxonomic_low_sim,"Given that lollipops are daxable, is it true that candies are daxable? Answer with Yes/No:"
container,goblet,taxonomic_low_sim,"Given that goblets are daxable, is it true that containers are daxable? Answer with Yes/No:"
food,brownie,taxonomic_high_sim,"Given that brownies are daxable, is it true that food is daxable? Answer with Yes/No:"
tool,doorknocker,taxonomic_low_sim,"Given that doorknockers are daxable, is it true that tools are daxable? Answer with Yes/No:"
container,pitcher,taxonomic_high_sim,"Given that pitchers are daxable, is it true that containers are daxable? Answer with Yes/No:"
fastener,gasket,taxonomic_low_sim,"Given that gaskets are daxable, is it true that fasteners are daxable? Answer with Yes/No:"
tool,blowtorch,taxonomic_low_sim,"Given that blowtorches are daxable, is it true that tools are daxable? Answer with Yes/No:"
fruit,blackberry,taxonomic_low_sim,"Given that blackberries are daxable, is it true that fruits are daxable? Answer with Yes/No:"
electronic device,tape recorder,taxonomic_low_sim,"Given that tape recorders are daxable, is it true that electronic devices are daxable? Answer with Yes/No:"
animal,chihuahua,taxonomic_low_sim,"Given that chihuahuas are daxable, is it true that animals are daxable? Answer with Yes/No:"
container,locker,taxonomic_high_sim,"Given that lockers are daxable, is it true that containers are daxable? Answer with Yes/No:"
tool,file,taxonomic_low_sim,"Given that files are daxable, is it true that tools are daxable? Answer with Yes/No:"
vehicle,rocket,taxonomic_low_sim,"Given that rockets are daxable, is it true that vehicles are daxable? Answer with Yes/No:"
home decor,globe,taxonomic_high_sim,"Given that globes are daxable, is it true that home decors are daxable? Answer with Yes/No:"
mammal,badger,taxonomic_high_sim,"Given that badgers are daxable, is it true that mammals are daxable? Answer with Yes/No:"
drink,hot chocolate,taxonomic_high_sim,"Given that hot chocolates are daxable, is it true that drinks are daxable? Answer with Yes/No:"
vehicle,bulldozer,taxonomic_low_sim,"Given that bulldozers are daxable, is it true that vehicles are daxable? Answer with Yes/No:"
office supply,fountain pen,taxonomic_low_sim,"Given that fountain pens are daxable, is it true that office supplies are daxable? Answer with Yes/No:"
candy,candy cane,taxonomic_high_sim,"Given that candy canes are daxable, is it true that candies are daxable? Answer with Yes/No:"
animal,lamb,taxonomic_low_sim,"Given that lambs are daxable, is it true that animals are daxable? Answer with Yes/No:"
dessert,parfait,taxonomic_low_sim,"Given that parfaits are daxable, is it true that desserts are daxable? Answer with Yes/No:"
kitchen equipment,burner,taxonomic_low_sim,"Given that burners are daxable, is it true that kitchen equipment are daxable? Answer with Yes/No:"
breakfast,oatmeal,taxonomic_high_sim,"Given that oatmeals are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
food,coconut,taxonomic_high_sim,"Given that coconuts are daxable, is it true that food is daxable? Answer with Yes/No:"
seafood,swordfish,taxonomic_high_sim,"Given that swordfish are daxable, is it true that seafood is daxable? Answer with Yes/No:"
food,mustard,taxonomic_low_sim,"Given that mustards are daxable, is it true that food is daxable? Answer with Yes/No:"
container,suitcase,taxonomic_high_sim,"Given that a suitcase is daxable, is it true that containers are daxable? Answer with Yes/No:"
animal,reindeer,taxonomic_high_sim,"Given that reindeers are daxable, is it true that animals are daxable? Answer with Yes/No:"
accessory,mitten,taxonomic_low_sim,"Given that mittens are daxable, is it true that accessories are daxable? Answer with Yes/No:"
tool,watering can,taxonomic_high_sim,"Given that watering cans are daxable, is it true that tools are daxable? Answer with Yes/No:"
sea animal,turtle,taxonomic_low_sim,"Given that turtles are daxable, is it true that sea animals are daxable? Answer with Yes/No:"
plant,apple tree,taxonomic_high_sim,"Given that apple trees are daxable, is it true that plants are daxable? Answer with Yes/No:"
plant,mint,taxonomic_high_sim,"Given that mints are daxable, is it true that plants are daxable? Answer with Yes/No:"
livestock,cow,taxonomic_low_sim,"Given that cows are daxable, is it true that livestocks are daxable? Answer with Yes/No:"
dessert,sorbet,taxonomic_high_sim,"Given that sorbets are daxable, is it true that desserts are daxable? Answer with Yes/No:"
school supply,crayon,taxonomic_high_sim,"Given that crayons are daxable, is it true that school supplies are daxable? Answer with Yes/No:"
jewelry,locket,taxonomic_high_sim,"Given that lockets are daxable, is it true that jewelry is daxable? Answer with Yes/No:"
accessory,watch,taxonomic_low_sim,"Given that watches are daxable, is it true that accessories are daxable? Answer with Yes/No:"
furniture,rack,taxonomic_low_sim,"Given that racks are daxable, is it true that furniture is daxable? Answer with Yes/No:"
food,almond,taxonomic_high_sim,"Given that almonds are daxable, is it true that food is daxable? Answer with Yes/No:"
animal,duckling,taxonomic_low_sim,"Given that ducklings are daxable, is it true that animals are daxable? Answer with Yes/No:"
food,cabbage,taxonomic_low_sim,"Given that cabbages are daxable, is it true that food is daxable? Answer with Yes/No:"
kitchen tool,tongs,taxonomic_low_sim,"Given that tongs are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
food,popsicle,taxonomic_high_sim,"Given that popsicles are daxable, is it true that food is daxable? Answer with Yes/No:"
animal,crab,taxonomic_low_sim,"Given that crabs are daxable, is it true that animals are daxable? Answer with Yes/No:"
game,chessboard,taxonomic_low_sim,"Given that chessboards are daxable, is it true that games are daxable? Answer with Yes/No:"
fastener,lock,taxonomic_low_sim,"Given that locks are daxable, is it true that fasteners are daxable? Answer with Yes/No:"
food,egg,taxonomic_high_sim,"Given that eggs are daxable, is it true that food is daxable? Answer with Yes/No:"
sea animal,eel,taxonomic_high_sim,"Given that eels are daxable, is it true that sea animals are daxable? Answer with Yes/No:"
kitchen equipment,hotplate,taxonomic_low_sim,"Given that hotplates are daxable, is it true that kitchen equipment are daxable? Answer with Yes/No:"
animal,cockroach,taxonomic_high_sim,"Given that cockroaches are daxable, is it true that animals are daxable? Answer with Yes/No:"
toiletry,nail clippers,taxonomic_high_sim,"Given that nail clippers are daxable, is it true that toiletries are daxable? Answer with Yes/No:"
mammal,bison,taxonomic_low_sim,"Given that bisons are daxable, is it true that mammals are daxable? Answer with Yes/No:"
tool,doorhandle,taxonomic_low_sim,"Given that doorhandles are daxable, is it true that tools are daxable? Answer with Yes/No:"
electronic device,incubator,taxonomic_low_sim,"Given that incubators are daxable, is it true that electronic devices are daxable? Answer with Yes/No:"
garden tool,hose,taxonomic_low_sim,"Given that hoses are daxable, is it true that garden tools are daxable? Answer with Yes/No:"
container,urn,taxonomic_low_sim,"Given that urns are daxable, is it true that containers are daxable? Answer with Yes/No:"
home decor,wreath,taxonomic_high_sim,"Given that wreaths are daxable, is it true that home decors are daxable? Answer with Yes/No:"
tool,mallet,taxonomic_high_sim,"Given that mallets are daxable, is it true that tools are daxable? Answer with Yes/No:"
tool,switch,taxonomic_low_sim,"Given that switches are daxable, is it true that tools are daxable? Answer with Yes/No:"
weapon,revolver,taxonomic_high_sim,"Given that revolvers are daxable, is it true that weapons are daxable? Answer with Yes/No:"
game,pinball,taxonomic_high_sim,"Given that pinballs are daxable, is it true that games are daxable? Answer with Yes/No:"
home decor,curtain,taxonomic_high_sim,"Given that curtains are daxable, is it true that home decors are daxable? Answer with Yes/No:"
accessory,bonnet,taxonomic_low_sim,"Given that bonnets are daxable, is it true that accessories are daxable? Answer with Yes/No:"
dessert,ice-cream cone,taxonomic_low_sim,"Given that ice-cream cones are daxable, is it true that desserts are daxable? Answer with Yes/No:"
food,jalapeno,taxonomic_low_sim,"Given that jalapenoes are daxable, is it true that food is daxable? Answer with Yes/No:"
tool,tape measure,taxonomic_low_sim,"Given that tape measures are daxable, is it true that tools are daxable? Answer with Yes/No:"
kitchen tool,measuring cup,taxonomic_low_sim,"Given that measuring cups are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
vehicle,camper,taxonomic_low_sim,"Given that campers are daxable, is it true that vehicles are daxable? Answer with Yes/No:"
plant,tree,taxonomic_high_sim,"Given that trees are daxable, is it true that plants are daxable? Answer with Yes/No:"
food,scrambled egg,taxonomic_low_sim,"Given that scrambled eggs are daxable, is it true that food is daxable? Answer with Yes/No:"
