anchor,hyponym,class
tool,pepper,non_taxonomic_low_sim
tool,pot,non_taxonomic_high_sim
tool,penguin,non_taxonomic_low_sim
tool,inkwell,non_taxonomic_high_sim
tool,fruitcake,non_taxonomic_low_sim
tool,chariot,non_taxonomic_high_sim
tool,toast,non_taxonomic_low_sim
tool,zebra,non_taxonomic_low_sim
tool,crayfish,non_taxonomic_high_sim
tool,glasses,non_taxonomic_high_sim
tool,noodle,non_taxonomic_high_sim
tool,pinwheel,non_taxonomic_high_sim
tool,spear,non_taxonomic_high_sim
tool,kiwi,non_taxonomic_low_sim
tool,noisemaker,non_taxonomic_high_sim
tool,hearing aid,non_taxonomic_high_sim
tool,pea,non_taxonomic_high_sim
tool,whisk,non_taxonomic_high_sim
tool,stretcher,non_taxonomic_high_sim
tool,pepperoni,non_taxonomic_low_sim
tool,rattle,non_taxonomic_high_sim
tool,cordon bleu,non_taxonomic_low_sim
tool,taffy,non_taxonomic_low_sim
tool,alligator,non_taxonomic_low_sim
tool,blackberry,non_taxonomic_low_sim
tool,whipped cream,non_taxonomic_low_sim
tool,thumbtack,non_taxonomic_high_sim
tool,ottoman,non_taxonomic_high_sim
tool,tiramisu,non_taxonomic_low_sim
tool,margarita,non_taxonomic_low_sim
tool,cantaloupe,non_taxonomic_high_sim
tool,hairbrush,non_taxonomic_high_sim
tool,tractor,non_taxonomic_high_sim
tool,bulldozer,non_taxonomic_high_sim
tool,sprouts,non_taxonomic_high_sim
tool,joystick,non_taxonomic_high_sim
tool,apple,non_taxonomic_low_sim
tool,eraser,non_taxonomic_high_sim
tool,gorilla,non_taxonomic_low_sim
tool,slicer,non_taxonomic_high_sim
tool,abacus,non_taxonomic_high_sim
tool,goose,non_taxonomic_high_sim
tool,grapefruit,non_taxonomic_low_sim
tool,envelope,non_taxonomic_high_sim
tool,granola,non_taxonomic_low_sim
tool,grille,non_taxonomic_low_sim
tool,puppy,non_taxonomic_low_sim
tool,chili,non_taxonomic_low_sim
tool,centerpiece,non_taxonomic_high_sim
tool,cardinal,non_taxonomic_low_sim
tool,balloon,non_taxonomic_low_sim
tool,flamingo,non_taxonomic_low_sim
tool,router,non_taxonomic_high_sim
tool,stapler,non_taxonomic_high_sim
tool,toaster,non_taxonomic_high_sim
tool,first-aid kit,non_taxonomic_high_sim
tool,brass knuckles,non_taxonomic_high_sim
tool,duckling,non_taxonomic_low_sim
tool,maple syrup,non_taxonomic_low_sim
tool,muff,non_taxonomic_high_sim
tool,ostrich,non_taxonomic_high_sim
tool,skewer,non_taxonomic_high_sim
tool,pitcher,non_taxonomic_high_sim
tool,string cheese,non_taxonomic_low_sim
tool,honey,non_taxonomic_low_sim
tool,lasagna,non_taxonomic_high_sim
tool,wheelbarrow,non_taxonomic_high_sim
tool,tube top,non_taxonomic_high_sim
tool,triangle,non_taxonomic_high_sim
tool,rabbit,non_taxonomic_high_sim
tool,machete,non_taxonomic_high_sim
tool,mixer,non_taxonomic_high_sim
tool,creme brulee,non_taxonomic_low_sim
tool,sewing machine,non_taxonomic_high_sim
tool,bikini,non_taxonomic_low_sim
tool,projector,non_taxonomic_high_sim
tool,ice cream,non_taxonomic_low_sim
tool,chalk,non_taxonomic_high_sim
tool,rearview mirror,non_taxonomic_low_sim
tool,toolbox,non_taxonomic_high_sim
tool,salami,non_taxonomic_low_sim
tool,birthday cake,non_taxonomic_low_sim
tool,scallop,non_taxonomic_high_sim
tool,chair,non_taxonomic_low_sim
tool,nut,non_taxonomic_low_sim
tool,calculator,non_taxonomic_high_sim
tool,swab,non_taxonomic_high_sim
tool,tortellini,non_taxonomic_low_sim
tool,pickle,non_taxonomic_high_sim
tool,dagger,non_taxonomic_high_sim
tool,sheep,non_taxonomic_low_sim
tool,strawberry,non_taxonomic_low_sim
tool,dashboard,non_taxonomic_high_sim
tool,jam,non_taxonomic_low_sim
tool,elephant,non_taxonomic_low_sim
tool,french fries,non_taxonomic_low_sim
tool,banana split,non_taxonomic_low_sim
tool,flipper,non_taxonomic_high_sim
tool,zucchini,non_taxonomic_high_sim
tool,watermelon,non_taxonomic_low_sim
tool,spaghetti,non_taxonomic_high_sim
tool,turkey,non_taxonomic_high_sim
tool,calf,non_taxonomic_low_sim
tool,dollhouse,non_taxonomic_high_sim
tool,cocktail,non_taxonomic_low_sim
tool,perfume,non_taxonomic_low_sim
tool,jacket,non_taxonomic_low_sim
tool,crow,non_taxonomic_low_sim
tool,coconut,non_taxonomic_low_sim
tool,rooster,non_taxonomic_low_sim
tool,prune,non_taxonomic_low_sim
tool,clover,non_taxonomic_low_sim
tool,raspberry,non_taxonomic_low_sim
tool,coyote,non_taxonomic_low_sim
tool,mongoose,non_taxonomic_low_sim
tool,highlighter,non_taxonomic_high_sim
tool,workbench,non_taxonomic_high_sim
tool,moose,non_taxonomic_low_sim
tool,christmas tree,non_taxonomic_high_sim
tool,tumbleweed,non_taxonomic_low_sim
tool,lemonade,non_taxonomic_low_sim
tool,tea,non_taxonomic_low_sim
tool,dynamite,non_taxonomic_low_sim
tool,kite,non_taxonomic_high_sim
tool,bull,non_taxonomic_low_sim
tool,banana,non_taxonomic_low_sim
tool,shortbread,non_taxonomic_low_sim
tool,weasel,non_taxonomic_high_sim
tool,bassoon,non_taxonomic_low_sim
tool,burrito,non_taxonomic_low_sim
tool,cheeseburger,non_taxonomic_low_sim
tool,generator,non_taxonomic_high_sim
tool,jelly bean,non_taxonomic_low_sim
tool,mirror,non_taxonomic_low_sim
tool,cream cheese,non_taxonomic_low_sim
tool,bumper,non_taxonomic_high_sim
women's clothing,latch,non_taxonomic_high_sim
women's clothing,duckling,non_taxonomic_low_sim
women's clothing,puppy,non_taxonomic_low_sim
women's clothing,mirror,non_taxonomic_low_sim
women's clothing,highlighter,non_taxonomic_high_sim
women's clothing,dustpan,non_taxonomic_high_sim
women's clothing,chain,non_taxonomic_high_sim
women's clothing,envelope,non_taxonomic_high_sim
women's clothing,lamb,non_taxonomic_low_sim
women's clothing,whisk,non_taxonomic_high_sim
women's clothing,vest,non_taxonomic_high_sim
women's clothing,elephant,non_taxonomic_low_sim
women's clothing,lemon,non_taxonomic_low_sim
women's clothing,backscratcher,non_taxonomic_high_sim
women's clothing,zebra,non_taxonomic_low_sim
women's clothing,nut,non_taxonomic_low_sim
women's clothing,leotard,non_taxonomic_high_sim
women's clothing,honey,non_taxonomic_low_sim
women's clothing,bull,non_taxonomic_low_sim
women's clothing,stretcher,non_taxonomic_high_sim
electronic device,cordon bleu,non_taxonomic_low_sim
electronic device,rabbit,non_taxonomic_high_sim
electronic device,trident,non_taxonomic_low_sim
electronic device,jacket,non_taxonomic_low_sim
electronic device,switch,non_taxonomic_high_sim
electronic device,alligator,non_taxonomic_low_sim
electronic device,swab,non_taxonomic_high_sim
electronic device,elephant,non_taxonomic_low_sim
electronic device,grinder,non_taxonomic_high_sim
electronic device,honey,non_taxonomic_low_sim
electronic device,envelope,non_taxonomic_high_sim
electronic device,sheep,non_taxonomic_low_sim
electronic device,nut,non_taxonomic_low_sim
electronic device,videogame,non_taxonomic_high_sim
electronic device,chair,non_taxonomic_low_sim
electronic device,banana,non_taxonomic_low_sim
electronic device,scoop,non_taxonomic_low_sim
electronic device,peeler,non_taxonomic_high_sim
electronic device,lamb,non_taxonomic_low_sim
electronic device,centerpiece,non_taxonomic_high_sim
electronic device,triangle,non_taxonomic_high_sim
electronic device,recorder,non_taxonomic_high_sim
electronic device,bumper,non_taxonomic_high_sim
electronic device,latch,non_taxonomic_high_sim
electronic device,marker,non_taxonomic_high_sim
electronic device,dashboard,non_taxonomic_high_sim
electronic device,prune,non_taxonomic_low_sim
electronic device,cord,non_taxonomic_high_sim
electronic device,goose,non_taxonomic_low_sim
electronic device,lightbulb,non_taxonomic_high_sim
electronic device,tea,non_taxonomic_low_sim
electronic device,tube top,non_taxonomic_high_sim
electronic device,backscratcher,non_taxonomic_high_sim
electronic device,chariot,non_taxonomic_high_sim
electronic device,calculator,non_taxonomic_high_sim
electronic device,abacus,non_taxonomic_high_sim
electronic device,margarita,non_taxonomic_low_sim
electronic device,zebra,non_taxonomic_low_sim
electronic device,highlighter,non_taxonomic_high_sim
electronic device,lighter,non_taxonomic_high_sim
electronic device,broom,non_taxonomic_high_sim
electronic device,dustpan,non_taxonomic_high_sim
electronic device,stretcher,non_taxonomic_high_sim
electronic device,bacon,non_taxonomic_low_sim
electronic device,crow,non_taxonomic_low_sim
electronic device,razor blade,non_taxonomic_high_sim
electronic device,rope,non_taxonomic_low_sim
electronic device,tongs,non_taxonomic_high_sim
electronic device,maple syrup,non_taxonomic_low_sim
electronic device,duckling,non_taxonomic_low_sim
electronic device,toast,non_taxonomic_low_sim
electronic device,robot,non_taxonomic_high_sim
electronic device,spear,non_taxonomic_high_sim
electronic device,apple,non_taxonomic_low_sim
electronic device,vulture,non_taxonomic_low_sim
electronic device,whisk,non_taxonomic_high_sim
electronic device,bolt,non_taxonomic_high_sim
electronic device,lemon,non_taxonomic_low_sim
electronic device,chalk,non_taxonomic_high_sim
electronic device,chili,non_taxonomic_low_sim
electronic device,puppy,non_taxonomic_low_sim
electronic device,clover,non_taxonomic_low_sim
electronic device,spatula,non_taxonomic_high_sim
electronic device,bassoon,non_taxonomic_low_sim
electronic device,rooster,non_taxonomic_low_sim
electronic device,creme brulee,non_taxonomic_low_sim
electronic device,chain,non_taxonomic_high_sim
electronic device,calf,non_taxonomic_low_sim
electronic device,hook,non_taxonomic_high_sim
electronic device,coil,non_taxonomic_high_sim
electronic device,cardinal,non_taxonomic_low_sim
electronic device,stool,non_taxonomic_low_sim
electronic device,stiletto,non_taxonomic_low_sim
electronic device,bull,non_taxonomic_low_sim
school supply,abacus,non_taxonomic_high_sim
school supply,zebra,non_taxonomic_low_sim
school supply,envelope,non_taxonomic_high_sim
school supply,backscratcher,non_taxonomic_high_sim
school supply,chain,non_taxonomic_high_sim
school supply,rooster,non_taxonomic_low_sim
school supply,honey,non_taxonomic_low_sim
school supply,duckling,non_taxonomic_low_sim
school supply,bull,non_taxonomic_low_sim
school supply,stretcher,non_taxonomic_high_sim
school supply,lamb,non_taxonomic_low_sim
school supply,sheep,non_taxonomic_low_sim
school supply,coil,non_taxonomic_high_sim
school supply,bolt,non_taxonomic_high_sim
school supply,noodle,non_taxonomic_high_sim
school supply,calf,non_taxonomic_low_sim
school supply,nut,non_taxonomic_low_sim
school supply,tube top,non_taxonomic_high_sim
school supply,elephant,non_taxonomic_low_sim
school supply,latch,non_taxonomic_high_sim
school supply,dustpan,non_taxonomic_high_sim
school supply,spatula,non_taxonomic_high_sim
school supply,whisk,non_taxonomic_high_sim
school supply,alligator,non_taxonomic_low_sim
school supply,bassoon,non_taxonomic_low_sim
school supply,puppy,non_taxonomic_low_sim
candy,bull,non_taxonomic_low_sim
candy,trident,non_taxonomic_low_sim
candy,zucchini,non_taxonomic_high_sim
candy,bassoon,non_taxonomic_low_sim
candy,pudding,non_taxonomic_high_sim
candy,calf,non_taxonomic_low_sim
candy,lasagna,non_taxonomic_high_sim
candy,jacket,non_taxonomic_low_sim
candy,pickle,non_taxonomic_high_sim
candy,fruitcake,non_taxonomic_high_sim
candy,scallop,non_taxonomic_high_sim
candy,cantaloupe,non_taxonomic_high_sim
candy,lamb,non_taxonomic_low_sim
candy,elephant,non_taxonomic_low_sim
candy,ski boots,non_taxonomic_low_sim
candy,rabbit,non_taxonomic_high_sim
weapon,rooster,non_taxonomic_low_sim
weapon,prune,non_taxonomic_low_sim
weapon,chain,non_taxonomic_high_sim
weapon,highlighter,non_taxonomic_high_sim
weapon,elephant,non_taxonomic_low_sim
weapon,crow,non_taxonomic_low_sim
weapon,cream cheese,non_taxonomic_low_sim
weapon,coil,non_taxonomic_high_sim
weapon,maple syrup,non_taxonomic_low_sim
weapon,bolt,non_taxonomic_high_sim
weapon,broom,non_taxonomic_high_sim
weapon,zebra,non_taxonomic_low_sim
weapon,tube top,non_taxonomic_high_sim
weapon,alligator,non_taxonomic_low_sim
weapon,honey,non_taxonomic_low_sim
weapon,abacus,non_taxonomic_high_sim
weapon,duckling,non_taxonomic_low_sim
weapon,lamb,non_taxonomic_low_sim
weapon,peeler,non_taxonomic_high_sim
weapon,lighter,non_taxonomic_high_sim
weapon,swab,non_taxonomic_high_sim
weapon,latch,non_taxonomic_high_sim
weapon,backscratcher,non_taxonomic_high_sim
weapon,puppy,non_taxonomic_low_sim
weapon,margarita,non_taxonomic_low_sim
weapon,banana,non_taxonomic_low_sim
weapon,bull,non_taxonomic_low_sim
weapon,calf,non_taxonomic_low_sim
weapon,dustpan,non_taxonomic_high_sim
weapon,tongs,non_taxonomic_high_sim
weapon,drill,non_taxonomic_high_sim
weapon,router,non_taxonomic_high_sim
weapon,jam,non_taxonomic_low_sim
weapon,envelope,non_taxonomic_high_sim
weapon,mirror,non_taxonomic_low_sim
weapon,whipped cream,non_taxonomic_low_sim
weapon,punch,non_taxonomic_high_sim
weapon,rake,non_taxonomic_high_sim
weapon,tea,non_taxonomic_low_sim
weapon,strawberry,non_taxonomic_low_sim
weapon,spatula,non_taxonomic_high_sim
weapon,toast,non_taxonomic_low_sim
weapon,jelly bean,non_taxonomic_low_sim
weapon,lemon,non_taxonomic_low_sim
weapon,whisk,non_taxonomic_high_sim
weapon,stretcher,non_taxonomic_high_sim
weapon,saw,non_taxonomic_high_sim
weapon,plunger,non_taxonomic_high_sim
furniture,whisk,non_taxonomic_high_sim
furniture,coil,non_taxonomic_high_sim
furniture,abacus,non_taxonomic_high_sim
furniture,zebra,non_taxonomic_low_sim
furniture,cantaloupe,non_taxonomic_high_sim
furniture,alligator,non_taxonomic_low_sim
furniture,bolt,non_taxonomic_high_sim
furniture,highlighter,non_taxonomic_high_sim
furniture,mixer,non_taxonomic_high_sim
furniture,elephant,non_taxonomic_low_sim
furniture,chain,non_taxonomic_high_sim
furniture,bull,non_taxonomic_low_sim
furniture,rope,non_taxonomic_low_sim
furniture,puppy,non_taxonomic_low_sim
furniture,centerpiece,non_taxonomic_high_sim
furniture,duckling,non_taxonomic_low_sim
furniture,maple syrup,non_taxonomic_low_sim
furniture,lasagna,non_taxonomic_high_sim
furniture,nut,non_taxonomic_low_sim
furniture,stretcher,non_taxonomic_high_sim
furniture,lemon,non_taxonomic_low_sim
furniture,mirror,non_taxonomic_low_sim
furniture,calf,non_taxonomic_low_sim
furniture,jelly bean,non_taxonomic_low_sim
furniture,envelope,non_taxonomic_high_sim
furniture,scallop,non_taxonomic_high_sim
furniture,dustpan,non_taxonomic_high_sim
furniture,trident,non_taxonomic_low_sim
furniture,backscratcher,non_taxonomic_high_sim
furniture,latch,non_taxonomic_high_sim
furniture,rabbit,non_taxonomic_high_sim
furniture,margarita,non_taxonomic_low_sim
furniture,rooster,non_taxonomic_low_sim
furniture,lamb,non_taxonomic_low_sim
furniture,tube top,non_taxonomic_high_sim
furniture,honey,non_taxonomic_low_sim
furniture,turkey,non_taxonomic_high_sim
furniture,strawberry,non_taxonomic_low_sim
toy,maple syrup,non_taxonomic_low_sim
toy,backscratcher,non_taxonomic_high_sim
toy,alligator,non_taxonomic_low_sim
toy,envelope,non_taxonomic_high_sim
toy,dustpan,non_taxonomic_high_sim
toy,lemon,non_taxonomic_low_sim
toy,mirror,non_taxonomic_low_sim
toy,margarita,non_taxonomic_low_sim
toy,bassoon,non_taxonomic_low_sim
toy,rope,non_taxonomic_low_sim
toy,calf,non_taxonomic_low_sim
toy,zebra,non_taxonomic_low_sim
toy,rabbit,non_taxonomic_high_sim
toy,bolt,non_taxonomic_high_sim
toy,stretcher,non_taxonomic_high_sim
toy,whisk,non_taxonomic_high_sim
toy,lamb,non_taxonomic_low_sim
toy,chain,non_taxonomic_high_sim
toy,nut,non_taxonomic_low_sim
toy,coil,non_taxonomic_high_sim
toy,abacus,non_taxonomic_high_sim
toy,bull,non_taxonomic_low_sim
toy,cantaloupe,non_taxonomic_high_sim
toy,noodle,non_taxonomic_high_sim
toy,latch,non_taxonomic_high_sim
toy,rearview mirror,non_taxonomic_low_sim
toy,dynamite,non_taxonomic_low_sim
toy,honey,non_taxonomic_low_sim
toy,tube top,non_taxonomic_high_sim
toy,elephant,non_taxonomic_low_sim
toy,spear,non_taxonomic_high_sim
toy,ottoman,non_taxonomic_high_sim
toy,highlighter,non_taxonomic_high_sim
toy,jacket,non_taxonomic_low_sim
container,centerpiece,non_taxonomic_high_sim
container,tweezers,non_taxonomic_high_sim
container,bassoon,non_taxonomic_low_sim
container,lamb,non_taxonomic_low_sim
container,chickpea,non_taxonomic_high_sim
container,incubator,non_taxonomic_high_sim
container,coaster,non_taxonomic_high_sim
container,rope,non_taxonomic_low_sim
container,pea,non_taxonomic_high_sim
container,calf,non_taxonomic_low_sim
container,whipped cream,non_taxonomic_low_sim
container,mussel,non_taxonomic_high_sim
container,bumper,non_taxonomic_high_sim
container,broom,non_taxonomic_high_sim
container,prune,non_taxonomic_low_sim
container,bonnet,non_taxonomic_low_sim
container,eel,non_taxonomic_high_sim
container,pickle,non_taxonomic_high_sim
container,rooster,non_taxonomic_low_sim
container,whisk,non_taxonomic_high_sim
container,tongs,non_taxonomic_high_sim
container,lasagna,non_taxonomic_high_sim
container,roof rack,non_taxonomic_high_sim
container,creme brulee,non_taxonomic_low_sim
container,mirror,non_taxonomic_low_sim
container,funnel,non_taxonomic_high_sim
container,nut,non_taxonomic_low_sim
container,latch,non_taxonomic_high_sim
container,chalk,non_taxonomic_high_sim
container,hook,non_taxonomic_low_sim
container,scallop,non_taxonomic_high_sim
container,bull,non_taxonomic_low_sim
container,triangle,non_taxonomic_high_sim
container,lemon,non_taxonomic_low_sim
container,food processor,non_taxonomic_high_sim
container,stool,non_taxonomic_low_sim
container,rabbit,non_taxonomic_high_sim
container,macaroni,non_taxonomic_high_sim
container,jam,non_taxonomic_low_sim
container,envelope,non_taxonomic_high_sim
container,banana,non_taxonomic_low_sim
container,razor,non_taxonomic_low_sim
container,bolt,non_taxonomic_high_sim
container,router,non_taxonomic_high_sim
container,kaleidoscope,non_taxonomic_high_sim
container,strawberry,non_taxonomic_low_sim
container,margarita,non_taxonomic_low_sim
container,spaghetti,non_taxonomic_high_sim
container,crayfish,non_taxonomic_high_sim
container,zebra,non_taxonomic_low_sim
container,refrigerator,non_taxonomic_high_sim
container,chain,non_taxonomic_high_sim
container,puppy,non_taxonomic_low_sim
container,tube top,non_taxonomic_high_sim
container,cardinal,non_taxonomic_low_sim
container,alligator,non_taxonomic_low_sim
container,fruitcake,non_taxonomic_high_sim
container,elephant,non_taxonomic_low_sim
container,coil,non_taxonomic_high_sim
container,toast,non_taxonomic_low_sim
container,crow,non_taxonomic_low_sim
container,radish,non_taxonomic_low_sim
container,noodle,non_taxonomic_high_sim
container,pony,non_taxonomic_low_sim
container,swab,non_taxonomic_high_sim
container,drum,non_taxonomic_high_sim
container,duckling,non_taxonomic_low_sim
container,mandolin,non_taxonomic_low_sim
container,stiletto,non_taxonomic_low_sim
container,ostrich,non_taxonomic_high_sim
container,tea,non_taxonomic_low_sim
container,juicer,non_taxonomic_high_sim
container,clam,non_taxonomic_high_sim
container,cantaloupe,non_taxonomic_high_sim
container,ottoman,non_taxonomic_high_sim
container,cordon bleu,non_taxonomic_low_sim
container,fly,non_taxonomic_low_sim
container,bus,non_taxonomic_high_sim
container,kale,non_taxonomic_low_sim
container,goose,non_taxonomic_high_sim
container,rollerblade,non_taxonomic_low_sim
container,catfish,non_taxonomic_high_sim
container,cream cheese,non_taxonomic_low_sim
container,rearview mirror,non_taxonomic_low_sim
container,cocktail,non_taxonomic_low_sim
container,sheep,non_taxonomic_low_sim
container,zucchini,non_taxonomic_high_sim
container,clover,non_taxonomic_low_sim
container,spatula,non_taxonomic_high_sim
container,string cheese,non_taxonomic_low_sim
container,saxophone,non_taxonomic_low_sim
container,ski boots,non_taxonomic_low_sim
container,tumbleweed,non_taxonomic_low_sim
container,cheeseburger,non_taxonomic_low_sim
container,moss,non_taxonomic_low_sim
container,backscratcher,non_taxonomic_high_sim
container,honey,non_taxonomic_low_sim
container,stretcher,non_taxonomic_high_sim
container,trident,non_taxonomic_low_sim
container,maple syrup,non_taxonomic_low_sim
container,jacket,non_taxonomic_low_sim
container,mascara,non_taxonomic_low_sim
container,highlighter,non_taxonomic_high_sim
container,abacus,non_taxonomic_high_sim
container,turkey,non_taxonomic_high_sim
container,cinnamon,non_taxonomic_high_sim
seafood,elephant,non_taxonomic_low_sim
seafood,zucchini,non_taxonomic_high_sim
seafood,cane,non_taxonomic_low_sim
seafood,knob,non_taxonomic_low_sim
seafood,meat,non_taxonomic_high_sim
seafood,fruitcake,non_taxonomic_high_sim
seafood,aquarium,non_taxonomic_high_sim
seafood,goose,non_taxonomic_high_sim
seafood,spaghetti,non_taxonomic_high_sim
seafood,chair,non_taxonomic_low_sim
seafood,turkey,non_taxonomic_high_sim
seafood,jacket,non_taxonomic_low_sim
seafood,test tube,non_taxonomic_low_sim
seafood,stiletto,non_taxonomic_low_sim
seafood,rope,non_taxonomic_low_sim
seafood,rabbit,non_taxonomic_high_sim
seafood,mirror,non_taxonomic_low_sim
seafood,cantaloupe,non_taxonomic_high_sim
seafood,stool,non_taxonomic_low_sim
seafood,cinnamon,non_taxonomic_high_sim
seafood,scoop,non_taxonomic_low_sim
seafood,belt buckle,non_taxonomic_low_sim
seafood,pickle,non_taxonomic_high_sim
seafood,lasagna,non_taxonomic_high_sim
kitchen tool,toaster oven,non_taxonomic_high_sim
kitchen tool,rabbit,non_taxonomic_high_sim
kitchen tool,stove,non_taxonomic_high_sim
kitchen tool,highlighter,non_taxonomic_high_sim
kitchen tool,cardinal,non_taxonomic_low_sim
kitchen tool,turkey,non_taxonomic_high_sim
kitchen tool,bull,non_taxonomic_low_sim
kitchen tool,dustpan,non_taxonomic_high_sim
kitchen tool,backscratcher,non_taxonomic_high_sim
kitchen tool,zebra,non_taxonomic_low_sim
kitchen tool,elephant,non_taxonomic_low_sim
kitchen tool,noodle,non_taxonomic_high_sim
kitchen tool,puppy,non_taxonomic_low_sim
kitchen tool,lasagna,non_taxonomic_high_sim
kitchen tool,duckling,non_taxonomic_low_sim
kitchen tool,honey,non_taxonomic_low_sim
kitchen tool,stretcher,non_taxonomic_high_sim
kitchen tool,toaster,non_taxonomic_high_sim
kitchen tool,mirror,non_taxonomic_low_sim
kitchen tool,lemon,non_taxonomic_low_sim
kitchen tool,rope,non_taxonomic_low_sim
kitchen tool,margarita,non_taxonomic_low_sim
kitchen tool,latch,non_taxonomic_high_sim
kitchen tool,tube top,non_taxonomic_high_sim
kitchen tool,cantaloupe,non_taxonomic_high_sim
kitchen tool,nut,non_taxonomic_low_sim
kitchen tool,lamb,non_taxonomic_low_sim
kitchen tool,dynamite,non_taxonomic_low_sim
musical instrument,clover,non_taxonomic_low_sim
musical instrument,zebra,non_taxonomic_low_sim
musical instrument,dustpan,non_taxonomic_high_sim
musical instrument,hook,non_taxonomic_low_sim
musical instrument,chalk,non_taxonomic_high_sim
musical instrument,coil,non_taxonomic_high_sim
musical instrument,lamb,non_taxonomic_low_sim
musical instrument,dynamite,non_taxonomic_low_sim
musical instrument,rooster,non_taxonomic_low_sim
musical instrument,alligator,non_taxonomic_low_sim
musical instrument,whisk,non_taxonomic_high_sim
musical instrument,scoop,non_taxonomic_low_sim
musical instrument,duckling,non_taxonomic_low_sim
musical instrument,puppy,non_taxonomic_low_sim
musical instrument,elephant,non_taxonomic_low_sim
musical instrument,jacket,non_taxonomic_low_sim
musical instrument,generator,non_taxonomic_high_sim
musical instrument,envelope,non_taxonomic_high_sim
musical instrument,mixer,non_taxonomic_high_sim
musical instrument,tube top,non_taxonomic_high_sim
musical instrument,bull,non_taxonomic_low_sim
musical instrument,chain,non_taxonomic_high_sim
musical instrument,latch,non_taxonomic_high_sim
musical instrument,projector,non_taxonomic_high_sim
musical instrument,rope,non_taxonomic_low_sim
musical instrument,swab,non_taxonomic_high_sim
musical instrument,highlighter,non_taxonomic_high_sim
musical instrument,rabbit,non_taxonomic_high_sim
musical instrument,backscratcher,non_taxonomic_high_sim
musical instrument,lemon,non_taxonomic_low_sim
musical instrument,stretcher,non_taxonomic_high_sim
musical instrument,prune,non_taxonomic_low_sim
musical instrument,margarita,non_taxonomic_low_sim
musical instrument,hearing aid,non_taxonomic_high_sim
clothing,duffel bag,non_taxonomic_high_sim
clothing,tea,non_taxonomic_low_sim
clothing,scallop,non_taxonomic_high_sim
clothing,bus,non_taxonomic_high_sim
clothing,elephant,non_taxonomic_low_sim
clothing,glass,non_taxonomic_low_sim
clothing,scoop,non_taxonomic_low_sim
clothing,spaghetti,non_taxonomic_high_sim
clothing,pinwheel,non_taxonomic_high_sim
clothing,spatula,non_taxonomic_high_sim
clothing,apple,non_taxonomic_low_sim
clothing,puppy,non_taxonomic_low_sim
clothing,whisk,non_taxonomic_high_sim
clothing,rabbit,non_taxonomic_high_sim
clothing,coil,non_taxonomic_high_sim
clothing,peanut,non_taxonomic_low_sim
clothing,honey,non_taxonomic_low_sim
clothing,gorilla,non_taxonomic_low_sim
clothing,cream cheese,non_taxonomic_low_sim
clothing,ottoman,non_taxonomic_high_sim
clothing,banana,non_taxonomic_low_sim
clothing,abacus,non_taxonomic_high_sim
clothing,strawberry,non_taxonomic_low_sim
clothing,hawk,non_taxonomic_low_sim
clothing,clover,non_taxonomic_low_sim
clothing,fruitcake,non_taxonomic_high_sim
clothing,cantaloupe,non_taxonomic_high_sim
clothing,velcro,non_taxonomic_high_sim
clothing,cinnamon,non_taxonomic_high_sim
clothing,kitten,non_taxonomic_low_sim
clothing,backscratcher,non_taxonomic_high_sim
clothing,dollhouse,non_taxonomic_high_sim
clothing,stroller,non_taxonomic_high_sim
clothing,hook,non_taxonomic_low_sim
clothing,centerpiece,non_taxonomic_high_sim
clothing,trident,non_taxonomic_low_sim
clothing,goose,non_taxonomic_high_sim
clothing,mandolin,non_taxonomic_low_sim
clothing,mirror,non_taxonomic_low_sim
clothing,corsage,non_taxonomic_high_sim
clothing,calf,non_taxonomic_low_sim
clothing,coaster,non_taxonomic_high_sim
clothing,keg,non_taxonomic_low_sim
clothing,clothespin,non_taxonomic_high_sim
clothing,kite,non_taxonomic_high_sim
clothing,rope,non_taxonomic_low_sim
clothing,prune,non_taxonomic_low_sim
clothing,eel,non_taxonomic_high_sim
clothing,toast,non_taxonomic_low_sim
clothing,dynamite,non_taxonomic_low_sim
clothing,zebra,non_taxonomic_low_sim
clothing,macaroni,non_taxonomic_high_sim
clothing,crow,non_taxonomic_low_sim
clothing,peanut butter,non_taxonomic_low_sim
clothing,duckling,non_taxonomic_low_sim
clothing,chalk,non_taxonomic_high_sim
clothing,hearing aid,non_taxonomic_high_sim
clothing,lamb,non_taxonomic_low_sim
clothing,latch,non_taxonomic_high_sim
clothing,funnel,non_taxonomic_high_sim
clothing,jelly bean,non_taxonomic_low_sim
clothing,margarita,non_taxonomic_low_sim
clothing,noodle,non_taxonomic_high_sim
clothing,maple syrup,non_taxonomic_low_sim
clothing,stool,non_taxonomic_low_sim
clothing,whipped cream,non_taxonomic_low_sim
clothing,jam,non_taxonomic_low_sim
clothing,lasagna,non_taxonomic_high_sim
clothing,spear,non_taxonomic_high_sim
clothing,stretcher,non_taxonomic_high_sim
clothing,poppy,non_taxonomic_low_sim
clothing,bolt,non_taxonomic_high_sim
clothing,pickle,non_taxonomic_high_sim
clothing,highlighter,non_taxonomic_high_sim
clothing,bull,non_taxonomic_low_sim
clothing,cracker,non_taxonomic_high_sim
clothing,chain,non_taxonomic_high_sim
clothing,swab,non_taxonomic_high_sim
clothing,rearview mirror,non_taxonomic_low_sim
clothing,flask,non_taxonomic_low_sim
clothing,balloon,non_taxonomic_low_sim
