hyponym,hypernym,prefix,stimulus,hypernymy
cocktail,home decor,cocktails are a type of,home decor,False
pogo stick,home decor,pogo sticks are a type of,home decor,False
shortbread,home decor,shortbread is a type of,home decor,False
brass knuckles,home decor,brass knuckles are a type of,home decor,False
screw,home decor,screws are a type of,home decor,False
pizza,home decor,pizzas are a type of,home decor,False
cougar,home decor,cougars are a type of,home decor,False
rubber band,home decor,rubber bands are a type of,home decor,False
sled,home decor,sleds are a type of,home decor,False
bracket,home decor,brackets are a type of,home decor,False
jumpsuit,home decor,jumpsuits are a type of,home decor,False
rolling pin,home decor,rolling pins are a type of,home decor,False
banana split,home decor,banana splits are a type of,home decor,False
peacock,home decor,peacocks are a type of,home decor,False
flan,home decor,a flan is a type of,home decor,False
perfume,home decor,perfumes are a type of,home decor,False
speedometer,home decor,speedometers are a type of,home decor,False
key,home decor,keys are a type of,home decor,False
boar,home decor,boars are a type of,home decor,False
breadbox,home decor,breadboxes are a type of,home decor,False
cruise ship,home decor,cruise ships are a type of,home decor,False
ballot box,home decor,ballot boxes are a type of,home decor,False
watermelon,home decor,watermelons are a type of,home decor,False
cranberry,home decor,cranberries are a type of,home decor,False
kazoo,home decor,kazoos are a type of,home decor,False
pillbox,home decor,pillboxes are a type of,home decor,False
box,home decor,boxes are a type of,home decor,False
chaps,home decor,chapsticks are a type of,home decor,False
yacht,home decor,yachts are a type of,home decor,False
wetsuit,home decor,wetsuits are a type of,home decor,False
safety pin,home decor,safety pins are a type of,home decor,False
lab coat,home decor,lab coats are a type of,home decor,False
dirt bike,home decor,dirt bikes are a type of,home decor,False
drill,home decor,drills are a type of,home decor,False
hot tub,home decor,hot tubs are a type of,home decor,False
windshield,home decor,windshields are a type of,home decor,False
artichoke,home decor,artichokes are a type of,home decor,False
duster,home decor,dusters are a type of,home decor,False
headdress,home decor,headdresses are a type of,home decor,False
computer,home decor,computers are a type of,home decor,False
petri dish,home decor,petri dishes are a type of,home decor,False
can opener,home decor,can openers are a type of,home decor,False
brake,home decor,brakes are a type of,home decor,False
chicken,home decor,a chicken is a type of,home decor,False
joystick,home decor,joysticks are a type of,home decor,False
projector,home decor,projectors are a type of,home decor,False
ruler,home decor,rulers are a type of,home decor,False
camel,home decor,camels are a type of,home decor,False
radish,home decor,radishes are a type of,home decor,False
pecan,home decor,pecans are a type of,home decor,False
granola,home decor,granola is a type of,home decor,False
cilantro,home decor,cilantro is a type of,home decor,False
grape,home decor,grapes are a type of,home decor,False
rhubarb,home decor,rhubarbs are a type of,home decor,False
moose,home decor,moose are a type of,home decor,False
tiramisu,home decor,tiramisu is a type of,home decor,False
hatchet,home decor,hatchets are a type of,home decor,False
coat,home decor,coats are a type of,home decor,False
cactus,home decor,a cactus is a type of,home decor,False
coleslaw,home decor,coleslaws are a type of,home decor,False
walnut,home decor,walnuts are a type of,home decor,False
blueberry,home decor,blueberries are a type of,home decor,False
seafood,home decor,seafood is a type of,home decor,False
bassinet,home decor,bassinets are a type of,home decor,False
tadpole,home decor,tadpoles are a type of,home decor,False
sweatsuit,home decor,sweatsuits are a type of,home decor,False
ski boots,home decor,ski boots are a type of,home decor,False
panther,home decor,panthers are a type of,home decor,False
arrow,home decor,arrows are a type of,home decor,False
crossbow,home decor,crossbows are a type of,home decor,False
strawberry,home decor,strawberries are a type of,home decor,False
dishwasher,home decor,dishwashers are a type of,home decor,False
motorcycle,home decor,motorcycles are a type of,home decor,False
jelly bean,home decor,jelly beans are a type of,home decor,False
pan,home decor,pans are a type of,home decor,False
rifle,home decor,rifles are a type of,home decor,False
veil,home decor,veils are a type of,home decor,False
lavender,home decor,lavenders are a type of,home decor,False
golf cart,home decor,golf carts are a type of,home decor,False
puppet,home decor,puppets are a type of,home decor,False
vegetable,home decor,vegetables are a type of,home decor,False
rope,home decor,ropes are a type of,home decor,False
quad,home decor,quads are a type of,home decor,False
pie,home decor,pies are a type of,home decor,False
hatbox,home decor,hatboxes are a type of,home decor,False
armor,home decor,armor is a type of,home decor,False
nut,home decor,nuts are a type of,home decor,False
peach,home decor,peaches are a type of,home decor,False
football helmet,home decor,football helmets are a type of,home decor,False
floss,home decor,flosses are a type of,home decor,False
sweater,home decor,sweaters are a type of,home decor,False
shears,home decor,shears are a type of,home decor,False
bok choy,home decor,bok choys are a type of,home decor,False
matchbox,home decor,matchboxes are a type of,home decor,False
rattle,home decor,rattles are a type of,home decor,False
station wagon,home decor,station wagons are a type of,home decor,False
ham,home decor,hams are a type of,home decor,False
snowsuit,home decor,snowsuits are a type of,home decor,False
pea,home decor,peas are a type of,home decor,False
staple,home decor,staples are a type of,home decor,False
mussel,home decor,mussels are a type of,home decor,False
cherry,home decor,cherries are a type of,home decor,False
green beans,home decor,green beans are a type of,home decor,False
bomb,home decor,bombs are a type of,home decor,False
wheat,home decor,wheat is a type of,home decor,False
tomato,home decor,tomatoes are a type of,home decor,False
salami,home decor,salami is a type of,home decor,False
inkwell,home decor,inkwells are a type of,home decor,False
earring,home decor,earrings are a type of,home decor,False
marble,home decor,marbles are a type of,home decor,False
berry,home decor,berries are a type of,home decor,False
hash,home decor,hash browns are a type of,home decor,False
wedge,home decor,wedges are a type of,home decor,False
whiteboard,home decor,whiteboards are a type of,home decor,False
kitten,home decor,kittens are a type of,home decor,False
eyeliner,home decor,eyeliners are a type of,home decor,False
stiletto,home decor,stilettoes are a type of,home decor,False
container,home decor,containers are a type of,home decor,False
spoon,home decor,spoons are a type of,home decor,False
stretcher,home decor,stretchers are a type of,home decor,False
mouse,home decor,mice are a type of,home decor,False
outfit,home decor,outfits are a type of,home decor,False
jug,home decor,jugs are a type of,home decor,False
gearshift,home decor,gearshifts are a type of,home decor,False
router,home decor,routers are a type of,home decor,False
lip gloss,home decor,lip glosses are a type of,home decor,False
zucchini,home decor,zucchini is a type of,home decor,False
gyro,home decor,gyros are a type of,home decor,False
pine tree,home decor,pine trees are a type of,home decor,False
tick,home decor,ticks are a type of,home decor,False
dustpan,home decor,dustpans are a type of,home decor,False
rim,home decor,rims are a type of,home decor,False
jet,home decor,jets are a type of,home decor,False
whoopee cushion,home decor,whoopee cushions are a type of,home decor,False
catapult,home decor,catapults are a type of,home decor,False
toga,home decor,togas are a type of,home decor,False
doghouse,home decor,doghouses are a type of,home decor,False
chime,home decor,chimes are a type of,home decor,False
stapler,home decor,staplers are a type of,home decor,False
