conclusion_,premise_,conclusion,premise,is_hyper,sim,prompt,label,position,score
casserole,seafood,casseroles,seafood,no,high,"Answer the question. Given that seafood is daxable, is it true that casseroles are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.8465214967727661
cantaloupe,fruit,cantaloupes,fruits,yes,high,"Answer the question. Given that fruits are daxable, is it true that cantaloupes are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.887807309627533
turban,clothing,turbans,clothing,yes,high,"Answer the question. Given that clothing is daxable, is it true that turbans are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.797542154788971
shortbread,dessert,shortbread,desserts,yes,high,"Answer the question. Given that desserts are daxable, is it true that shortbread is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.8642765283584595
poodle,animal,poodles,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that poodles are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8655034899711609
coil,food,coils,food,no,low,"Answer the question. Given that food is daxable, is it true that coils are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.14708226919174194
crate,animal,crates,animals,no,low,"Answer the question. Given that animals are daxable, is it true that crates are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.11958058178424835
dirt bike,vehicle,dirt bikes,vehicles,yes,high,"Answer the question. Given that vehicles are daxable, is it true that dirt bikes are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8070614337921143
honey,breakfast,honey,breakfasts,yes,low,"Answer the question. Given that breakfasts are daxable, is it true that honey is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 14), (24, 24))",0.7756041288375854
crossbow,vegetable,crossbows,vegetables,no,low,"Answer the question. Given that vegetables are daxable, is it true that crossbows are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.0963970497250557
piecrust,food,piecrusts,food,yes,high,"Answer the question. Given that food is daxable, is it true that piecrusts are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.7381908297538757
rose,food,roses,food,no,high,"Answer the question. Given that food is daxable, is it true that roses are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.47726213932037354
clipper,medical equipment,clippers,medical equipment,no,high,"Answer the question. Given that medical equipment is daxable, is it true that clippers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.6196339130401611
nail clippers,animal,nail clippers,animals,no,low,"Answer the question. Given that animals are daxable, is it true that nail clippers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.11736834049224854
sifter,animal,sifters,animals,no,low,"Answer the question. Given that animals are daxable, is it true that sifters are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.11668872833251953
cashew,water vehicle,cashews,water vehicles,no,low,"Answer the question. Given that water vehicles are daxable, is it true that cashews are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.0998946875333786
book,school supply,books,school supplies,yes,high,"Answer the question. Given that school supplies are daxable, is it true that books are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 14), (24, 24))",0.7326491475105286
lightning bug,tool,lightning bugs,tools,no,low,"Answer the question. Given that tools are daxable, is it true that lightning bugs are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.10203126072883606
boar,livestock,boars,livestocks,no,high,"Answer the question. Given that livestocks are daxable, is it true that boars are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 13), (23, 24))",0.9305440783500671
sandal,footwear,sandals,footwear,yes,high,"Answer the question. Given that footwear is daxable, is it true that sandals are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.9346334338188171
pastry,dessert,pastries,desserts,yes,high,"Answer the question. Given that desserts are daxable, is it true that pastries are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.8343414664268494
wetsuit,protective clothing,wetsuits,protective clothing,yes,high,"Answer the question. Given that protective clothing is daxable, is it true that wetsuits are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.8311211466789246
crown,jewelry,crowns,jewelry,yes,high,"Answer the question. Given that jewelry is daxable, is it true that crowns are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.891253650188446
pizza,headwear,pizzas,headwear,no,low,"Answer the question. Given that headwear is daxable, is it true that pizzas are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.15676170587539673
chicken,bird,chicken,birds,yes,high,"Answer the question. Given that birds are daxable, is it true that a chicken is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (24, 24))",0.8751329779624939
fern,animal,ferns,animals,no,high,"Answer the question. Given that animals are daxable, is it true that ferns are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.541377067565918
balloon,toy,balloons,toys,yes,high,"Answer the question. Given that toys are daxable, is it true that balloons are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.7943184971809387
notepad,school supply,notepads,school supplies,yes,high,"Answer the question. Given that school supplies are daxable, is it true that notepads are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.7743629217147827
meatball,auto part,meatballs,auto parts,no,low,"Answer the question. Given that auto parts are daxable, is it true that meatballs are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.09542938321828842
leek,food,leeks,food,yes,high,"Answer the question. Given that food is daxable, is it true that leeks are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.7369480729103088
copier,condiment,copiers,condiments,no,low,"Answer the question. Given that condiments are daxable, is it true that copiers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.11883923411369324
blender,electronic device,blenders,electronic devices,yes,high,"Answer the question. Given that electronic devices are daxable, is it true that blenders are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.5746014714241028
hearse,container,hearses,containers,no,high,"Answer the question. Given that containers are daxable, is it true that hearses are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.7097506523132324
needle,fastener,needles,fasteners,no,high,"Answer the question. Given that fasteners are daxable, is it true that needles are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 13), (23, 24))",0.7516481876373291
swordfish,seafood,swordfish,seafood,yes,high,"Answer the question. Given that seafood is daxable, is it true that swordfish are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.6864123940467834
star fruit,food,star fruits,food,yes,high,"Answer the question. Given that food is daxable, is it true that star fruits are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.7069392800331116
light switch,mammal,light switches,mammals,no,low,"Answer the question. Given that mammals are daxable, is it true that light switches are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.10382497310638428
license plate,vehicle,license plates,vehicles,no,high,"Answer the question. Given that vehicles are daxable, is it true that license plates are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.6975409984588623
chick,mammal,chicks,mammals,no,high,"Answer the question. Given that mammals are daxable, is it true that chicks are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.9162643551826477
trolley,vehicle,trolleys,vehicles,yes,high,"Answer the question. Given that vehicles are daxable, is it true that trolleys are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.8760195374488831
squid,food,squids,food,yes,high,"Answer the question. Given that food is daxable, is it true that squids are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.7360466718673706
fox,animal,foxes,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that foxes are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8828212022781372
pencil,school supply,pencils,school supplies,yes,high,"Answer the question. Given that school supplies are daxable, is it true that pencils are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.7557918429374695
hubcap,auto part,hubcaps,auto parts,yes,high,"Answer the question. Given that auto parts are daxable, is it true that hubcaps are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.8243303298950195
gravy,tool,gravy,tools,no,low,"Answer the question. Given that tools are daxable, is it true that gravy is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.10266534984111786
pony,mammal,ponies,mammals,yes,high,"Answer the question. Given that mammals are daxable, is it true that ponies are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.929486870765686
easter egg,candy,easter eggs,candy,no,high,"Answer the question. Given that candy is daxable, is it true that easter eggs are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.8716193437576294
melon,food,melons,food,yes,high,"Answer the question. Given that food is daxable, is it true that melons are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.7856009006500244
jar,container,jars,containers,yes,low,"Answer the question. Given that containers are daxable, is it true that jars are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.3686540722846985
hotplate,electronic device,hotplates,electronic devices,yes,high,"Answer the question. Given that electronic devices are daxable, is it true that hotplates are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.740950345993042
tadpole,tool,tadpoles,tools,no,low,"Answer the question. Given that tools are daxable, is it true that tadpoles are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 11), (21, 24))",0.10403129458427429
bongo,musical instrument,bongos,musical instruments,yes,high,"Answer the question. Given that musical instruments are daxable, is it true that bongos are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.8644245266914368
skewer,kitchen tool,skewers,kitchen tools,yes,low,"Answer the question. Given that kitchen tools are daxable, is it true that skewers are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.5415440201759338
doll,toy,dolls,toys,yes,high,"Answer the question. Given that toys are daxable, is it true that dolls are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.875175952911377
spareribs,accessory,spareribs,accessories,no,low,"Answer the question. Given that accessories are daxable, is it true that spareribs are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((10, 10), (20, 24))",0.14387895166873932
chest,clothing,chests,clothing,no,high,"Answer the question. Given that clothing is daxable, is it true that chests are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.6924442052841187
clothespin,fastener,clothespins,fasteners,yes,low,"Answer the question. Given that fasteners are daxable, is it true that clothespins are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((9, 11), (21, 24))",0.6901022791862488
potpourri,food,potpourris,food,no,high,"Answer the question. Given that food is daxable, is it true that potpourris are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 11), (21, 24))",0.4849007725715637
caramel,candy,caramels,candy,yes,low,"Answer the question. Given that candy is daxable, is it true that caramels are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.6514453887939453
butterfly,animal,butterflies,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that butterflies are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.801519513130188
hairpin,fastener,hairpins,fasteners,yes,low,"Answer the question. Given that fasteners are daxable, is it true that hairpins are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 12), (22, 24))",0.6805686950683594
caterpillar,container,caterpillars,containers,no,low,"Answer the question. Given that containers are daxable, is it true that caterpillars are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 11), (21, 24))",0.11332221329212189
trowel,garden tool,trowels,garden tools,yes,high,"Answer the question. Given that garden tools are daxable, is it true that trowels are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.8446471095085144
cheeseburger,breakfast,cheeseburgers,breakfasts,no,high,"Answer the question. Given that breakfasts are daxable, is it true that cheeseburgers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((9, 10), (20, 24))",0.8748965859413147
grinder,tool,grinders,tools,yes,high,"Answer the question. Given that tools are daxable, is it true that grinders are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.715092122554779
dandelion,container,dandelions,containers,no,low,"Answer the question. Given that containers are daxable, is it true that dandelions are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 11), (21, 24))",0.11406289041042328
belt buckle,fastener,belt buckles,fasteners,yes,low,"Answer the question. Given that fasteners are daxable, is it true that belt buckles are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 12), (22, 24))",0.6134374141693115
muff,clothing,muffs,clothing,yes,high,"Answer the question. Given that clothing is daxable, is it true that muffs are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.753210723400116
french horn,musical instrument,french horns,musical instruments,yes,high,"Answer the question. Given that musical instruments are daxable, is it true that french horns are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.9287711977958679
stiletto,women's clothing,stilettoes,women's clothes,yes,low,"Answer the question. Given that women's clothes are daxable, is it true that stilettoes are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((8, 11), (21, 24))",0.8068163990974426
curry,toy,curry,toys,no,low,"Answer the question. Given that toys are daxable, is it true that curry is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.13639883697032928
forklift,vehicle,forklifts,vehicles,yes,high,"Answer the question. Given that vehicles are daxable, is it true that forklifts are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8414978981018066
