premise,conclusion,hypernymy,similarity_raw,similarity_binary,premise_form,conclusion_form
office supply,goat,no,0.10438911616802216,low,office supplies,goats
vehicle,train set,no,0.7226387858390808,high,vehicles,train sets
electronic device,cockroach,no,0.11685075610876083,low,electronic devices,cockroaches
animal,shopping basket,no,0.11697332561016083,low,animals,shopping baskets
musical instrument,kazoo,yes,0.7617390751838684,high,musical instruments,kazoos
weapon,revolver,yes,0.8415724039077759,high,weapons,revolvers
vegetable,gourd,yes,0.8555387854576111,high,vegetables,gourds
food,croissant,yes,0.8128756284713745,high,food,croissants
game,noisemaker,no,0.8590751886367798,high,games,noisemakers
animal,chicken,no,0.871569037437439,high,animals,chicken
food,breadstick,yes,0.7816197872161865,high,food,breadsticks
bird,cabinet,no,0.08523178100585938,low,birds,cabinets
sea animal,catfish,yes,0.8964999318122864,high,sea animals,catfish
vegetable,footrest,no,0.0961589589715004,low,vegetables,footrests
food,cooker,no,0.4839557409286499,high,food,cookers
game,shuffleboard,yes,0.7525767087936401,low,games,shuffleboards
tool,strainer,yes,0.4990118741989136,low,tools,strainers
food,rack,no,0.14684471487998962,low,food,racks
musical instrument,camera,no,0.6809777617454529,high,musical instruments,cameras
tool,tape measure,no,0.8951637148857117,high,tools,tape measures
mammal,polar bear,yes,0.9012810587882996,high,mammals,polar bears
toy,yo-yo,yes,0.8564413189888,high,toys,yo-yos
outerwear,turtleneck,no,0.8859089016914368,high,outerwear,turtlenecks
vegetable,quiche,no,0.8598102331161499,high,vegetables,quiches
sea animal,platypus,no,0.8462568521499634,high,sea animals,platypuses
kitchen tool,corkscrew,yes,0.7835265398025513,high,kitchen tools,corkscrews
electronic device,shredder,yes,0.7647871971130371,high,electronic devices,shredders
food,glove,no,0.1456875056028366,low,food,gloves
animal,catfish,yes,0.8512941002845764,high,animals,catfish
food,tuxedo,no,0.1252790242433548,low,food,tuxedoes
toy,grits,no,0.1328926384449005,low,toys,grits
animal,trunk,no,0.11982742697000504,low,animals,trunks
weapon,cane,no,0.733058512210846,high,weapons,canes
accessory,brussels sprouts,no,0.14202113449573517,low,accessories,brussels sprouts
dessert,gun,no,0.09221061319112778,low,desserts,guns
toiletry,lizard,no,0.13299572467803955,low,toiletries,lizards
accessory,bonnet,yes,0.7309093475341797,low,accessories,bonnets
footwear,scallop,no,0.11084450781345367,low,footwear,scallops
food,roll,yes,0.7798343300819397,high,food,rolls
mammal,chick,no,0.9162643551826477,high,mammals,chicks
container,thermos,yes,0.3767772316932678,low,containers,thermoses
container,car,no,0.7064345479011536,high,containers,cars
clothing,loincloth,yes,0.7970077395439148,high,clothing,loincloths
medical equipment,stethoscope,yes,0.7878147959709167,high,medical equipment,stethoscopes
furniture,nightstand,yes,0.8117589950561523,high,furniture,nightstands
seafood,crab,yes,0.7754313349723816,high,seafood,crabs
food,juice,no,0.7027043700218201,high,food,juices
electronic device,engine,no,0.6532485485076904,high,electronic devices,engines
animal,bat,no,0.8738703727722168,high,animals,bats
mammal,polygraph,no,0.10100409388542175,low,mammals,polygraphs
drink,latte,yes,0.8927625417709351,high,drinks,lattes
game,playing card,yes,0.8885495066642761,high,games,playing cards
electronic device,charger,no,0.7572615146636963,high,electronic devices,chargers
food,nacho,yes,0.7967575788497925,high,food,nachos
mammal,wolf,yes,0.9155004620552063,high,mammals,wolves
electronic device,okra,no,0.11372840404510498,low,electronic devices,okra
tool,pocketknife,yes,0.8769127726554871,high,tools,pocketknives
breakfast,quiche,no,0.8767907023429871,high,breakfasts,quiches
animal,steak,no,0.41980475187301636,high,animals,steaks
headwear,turban,yes,0.8738987445831299,high,headwear,turbans
animal,warthog,yes,0.8946328163146973,high,animals,warthogs
plant,sofa bed,no,0.08246377855539322,low,plants,sofa beds
animal,jellyfish,yes,0.7151055335998535,high,animals,jellyfish
clothing,sprouts,no,0.15162914991378784,low,clothing,sprouts
mammal,otter,yes,0.910946249961853,high,mammals,otters
toy,tricycle,no,0.8392296433448792,high,toys,tricycles
outerwear,jacket,yes,0.8998363018035889,high,outerwear,jackets
musical instrument,cymbal,yes,0.8654670715332031,high,musical instruments,cymbals
food,pepperoni,yes,0.7909009456634521,high,food,pepperonis
mammal,camel,yes,0.9128681421279907,high,mammals,camels
food,champagne,no,0.6064856648445129,high,food,champagne
animal,crab,yes,0.8551357388496399,high,animals,crabs
animal,mushroom,no,0.5225746631622314,high,animals,mushrooms
medical equipment,hyena,no,0.11797206103801727,low,medical equipment,hyenas
electronic device,microwave,yes,0.7846764922142029,high,electronic devices,microwaves
container,bus,no,0.7736828923225403,high,containers,buses
clothing,avocado,no,0.158866748213768,low,clothing,avocados
food,bolo tie,no,0.1316850185394287,low,food,bolo ties
dessert,latte,no,0.8684988021850586,high,desserts,lattes
breakfast,sandwich,yes,0.8576498031616211,low,breakfasts,sandwiches
food,cheese,yes,0.6975234150886536,high,food,cheeses
condiment,suitcase,no,0.11883343756198883,low,condiments,suitcases
mammal,walrus,yes,0.8793599605560303,high,mammals,walruses
mammal,reindeer,yes,0.9123402833938599,high,mammals,reindeers
bird,eagle,yes,0.9538774490356445,high,birds,eagles
tool,metal detector,yes,0.7199574112892151,high,tools,metal detectors
tool,raspberry,no,0.09679794311523438,low,tools,raspberries
container,calzone,no,0.11003872007131577,low,containers,calzones
food,loincloth,no,0.12824274599552155,low,food,loincloths
mammal,calf,no,0.9180801510810852,high,mammals,calves
clothing,boxer shorts,no,0.8306237459182739,high,clothing,boxer shorts
vegetable,sweet potato,yes,0.8264559507369995,high,vegetables,sweet potatoes
furniture,beanbag,yes,0.5481374263763428,high,furniture,beanbags
kitchen tool,grinder,yes,0.7156661152839661,low,kitchen tools,grinders
food,mango,yes,0.7717545628547668,high,food,mangoes
mammal,pelican,no,0.887364387512207,high,mammals,pelicans
tool,whale,no,0.09999938309192657,low,tools,whales
container,ham,no,0.105510413646698,low,containers,hams
food,olive,yes,0.7873958349227905,high,food,olives
auto part,golf cart,no,0.7980794310569763,high,auto parts,golf carts
container,motorcycle,no,0.7220661044120789,high,containers,motorcycles
animal,eagle,yes,0.8682777285575867,high,animals,eagles
tool,ladle,yes,0.621345043182373,low,tools,ladles
mammal,rattlesnake,no,0.8663158416748047,high,mammals,rattlesnakes
container,meerkat,no,0.11163554340600967,low,containers,meerkats
animal,tuba,no,0.11947929114103317,low,animals,tubas
seafood,gyro,no,0.8599050045013428,high,seafood,gyros
food,mint,yes,0.6509676575660706,high,food,mint
fruit,raspberry,yes,0.8742831945419312,high,fruits,raspberries
vehicle,appetizer,no,0.10693544894456863,low,vehicles,appetizers
animal,mango,no,0.39598366618156433,high,animals,mangoes
food,purse,no,0.1437986046075821,low,food,purses
container,penguin,no,0.1104079931974411,low,containers,penguins
drink,tea,yes,0.9387407898902893,high,drinks,tea
school supply,clipboard,no,0.733610212802887,high,school supplies,clipboards
food,sausage,yes,0.7275192141532898,high,food,sausages
sea animal,walrus,yes,0.8124566674232483,high,sea animals,walruses
musical instrument,recorder,yes,0.8657868504524231,high,musical instruments,recorders
container,fig,no,0.11090300232172012,low,containers,figs
food,stilt,no,0.1431826502084732,low,food,stilts
clothing,overalls,yes,0.8379184007644653,high,clothing,overalls
weapon,sword,yes,0.8463466763496399,high,weapons,swords
sea animal,manatee,yes,0.8519562482833862,high,sea animals,manatees
home decor,stained glass,no,0.6567927002906799,high,home decor,stained glass
clothing,scarf,yes,0.8292612433433533,high,clothing,scarves
garden tool,spear,no,0.8154486417770386,high,garden tools,spears
dessert,wafer,no,0.8546459674835205,high,desserts,wafers
condiment,ketchup,yes,0.8042761087417603,low,condiments,ketchup
tool,baklava,no,0.10085641592741013,low,tools,baklavas
food,shawl,no,0.1482888162136078,low,food,shawls
food,nut,yes,0.7897939085960388,high,food,nuts
clothing,cummerbund,yes,0.8477680683135986,high,clothing,cummerbunds
outerwear,sweater,no,0.8904892206192017,high,outerwear,sweaters
electronic device,camera,no,0.7629278302192688,high,electronic devices,cameras
jewelry,ring,yes,0.8519192934036255,high,jewelry,rings
animal,kale,no,0.403571754693985,high,animals,kale
animal,guinea pig,no,0.87920743227005,high,animals,guinea pigs
electronic device,magnifier,no,0.6736957430839539,high,electronic devices,magnifiers
outerwear,watermelon,no,0.13428623974323273,low,outerwear,watermelons
animal,praying mantis,no,0.8360288739204407,high,animals,praying mantises
bird,butterfly,no,0.9226613640785217,high,birds,butterflies
animal,glass,no,0.11722414195537567,low,animals,glasses
food,peach,yes,0.7478758692741394,high,food,peaches
bird,penguin,yes,0.8278278112411499,high,birds,penguins
musical instrument,raspberry,no,0.10812050849199295,low,musical instruments,raspberries
tool,file,yes,0.9190858602523804,high,tools,files
home decor,music box,no,0.5807258486747742,high,home decor,music boxes
women's clothing,bra,yes,0.8164879679679871,low,women's clothes,bras
breakfast,waffle,yes,0.8842535018920898,high,breakfasts,waffles
footwear,okra,no,0.11044906824827194,low,footwear,okra
breakfast,oatmeal,yes,0.8390908241271973,low,breakfasts,oatmeal
tool,nail,yes,0.855714738368988,high,tools,nails
outerwear,coat,yes,0.8868045210838318,high,outerwear,coats
animal,eel,yes,0.7734578251838684,high,animals,eels
animal,toucan,yes,0.8394532799720764,high,animals,toucans
drink,hot chocolate,no,0.9024001955986023,high,drinks,hot chocolate
food,weed,no,0.4701879918575287,high,food,weeds
protective clothing,wetsuit,yes,0.8311211466789246,high,protective clothing,wetsuits
garden tool,mashed potato,no,0.12819048762321472,low,garden tools,mashed potatoes
plant,clasp,no,0.08282593637704849,low,plants,clasps
weapon,chisel,no,0.791109561920166,high,weapons,chisels
vehicle,pineapple,no,0.10863111168146133,low,vehicles,pineapples
auto part,quad,no,0.8182908892631531,high,auto parts,quads
vegetable,brussels sprouts,no,0.8664749264717102,high,vegetables,brussels sprouts
musical instrument,gong,yes,0.8747787475585938,high,musical instruments,gongs
plant,train set,no,0.08194255828857422,low,plants,train sets
bird,zipper,no,0.08693069219589233,low,birds,zippers
vehicle,car,yes,0.8508025407791138,high,vehicles,cars
garden tool,sledgehammer,no,0.8024616241455078,high,garden tools,sledgehammers
animal,panther,yes,0.8718708753585815,high,animals,panthers
toiletry,nail clippers,yes,0.6274932622909546,low,toiletries,nail clippers
weapon,trowel,no,0.7197717428207397,high,weapons,trowels
seafood,appetizer,no,0.8521768450737,high,seafood,appetizers
mammal,cheetah,yes,0.9104629158973694,high,mammals,cheetahs
food,flower,no,0.4562048316001892,high,food,flowers
furniture,footrest,yes,0.6225239038467407,high,furniture,footrests
tool,buckle,no,0.8203223943710327,high,tools,buckles
clothing,undershirt,yes,0.8634960651397705,high,clothing,undershirts
vehicle,quad,yes,0.8982219099998474,high,vehicles,quads
food,coral,no,0.42290011048316956,high,food,corals
clothing,peanut butter,no,0.1595602035522461,low,clothing,peanut butter
animal,grape,no,0.39690929651260376,high,animals,grapes
drink,wineglass,no,0.9411118030548096,high,drinks,wineglasses
vegetable,pea,yes,0.8669540286064148,high,vegetables,peas
musical instrument,jalapeno,no,0.10920197516679764,low,musical instruments,jalapenoes
fruit,pineapple,yes,0.8654300570487976,high,fruits,pineapples
school supply,playing card,no,0.6751602292060852,high,school supplies,playing cards
toy,boar,no,0.13379228115081787,low,toys,boars
tool,watering can,yes,0.4573778808116913,low,tools,watering cans
mammal,horse,yes,0.9175106287002563,high,mammals,horses
vehicle,windshield,no,0.8056432008743286,high,vehicles,windshields
tool,dip,no,0.09581553190946579,low,tools,dip
mammal,bank,no,0.10143039375543594,low,mammals,banks
breakfast,maple syrup,yes,0.6983047127723694,low,breakfasts,maple syrup
water vehicle,snowplow,no,0.8426011800765991,high,water vehicles,snowplows
food,sling,no,0.14681828022003174,low,food,slings
mammal,lamb,yes,0.9036584496498108,high,mammals,lambs
game,lizard,no,0.11957664787769318,low,games,lizards
animal,cage,no,0.3994528353214264,high,animals,cages
musical instrument,flute,yes,0.9208357930183411,high,musical instruments,flutes
electronic device,keyboard,no,0.661091685295105,high,electronic devices,keyboards
container,humvee,no,0.7883650064468384,high,containers,humvees
home decor,chest,no,0.5872905850410461,high,home decor,chests
food,saltshaker,no,0.6118472814559937,high,food,saltshakers
tool,revolver,no,0.7162145376205444,high,tools,revolvers
vehicle,creme brulee,no,0.1074303686618805,low,vehicles,creme brulee
furniture,bracket,no,0.6968576908111572,high,furniture,brackets
accessory,lettuce,no,0.14290933310985565,low,accessories,lettuce
home decor,omelet,no,0.19765974581241608,low,home decor,omelets
school supply,chalkboard,yes,0.6563935279846191,high,school supplies,chalkboards
food,pita,yes,0.7800583839416504,high,food,pita
container,matchbox,yes,0.524436354637146,low,containers,matchboxes
mammal,fountain pen,no,0.10167764127254486,low,mammals,fountain pens
food,gingerbread man,yes,0.616936206817627,high,food,gingerbread men
food,incubator,no,0.47754162549972534,high,food,incubators
food,pistachio,yes,0.798283040523529,high,food,pistachios
furniture,air mattress,yes,0.8015251755714417,high,furniture,air mattresses
toy,dice,no,0.7254742980003357,high,toys,dices
breakfast,cereal,yes,0.8374338746070862,low,breakfasts,cereals
food,toast,yes,0.7776129245758057,high,food,toast
plant,palm tree,yes,0.8709397912025452,high,plants,palm trees
school supply,stew,no,0.11361934244632721,low,school supplies,stew
tool,latch,yes,0.8455550670623779,high,tools,latches
tool,anvil,yes,0.7929614186286926,high,tools,anvils
office supply,notebook,yes,0.7916614413261414,high,office supplies,notebooks
dessert,eclair,yes,0.8316736221313477,low,desserts,eclairs
animal,pen,no,0.12336508184671402,low,animals,pens
sea animal,washing machine,no,0.10584810376167297,low,sea animals,washing machines
food,sofa bed,no,0.14809158444404602,low,food,sofa beds
electronic device,projector,yes,0.7866317629814148,high,electronic devices,projectors
toy,kite,yes,0.6598632335662842,low,toys,kites
weapon,granola,no,0.12453921884298325,low,weapons,granola
vegetable,scallion,yes,0.8586162328720093,high,vegetables,scallions
fastener,button,yes,0.7017756104469299,high,fasteners,buttons
auto part,gasket,yes,0.7100458145141602,high,auto parts,gaskets
animal,calf,no,0.8734194040298462,high,animals,calves
electronic device,computer screen,no,0.7129283547401428,high,electronic devices,computer screens
